Date,Streamer,Time,Title,Tag
05/27,ときのそら,20:00,【歌ってみた】セカイはまだ始まってすらいない【ときのそら/cover】,cover
05/28,律可,19:59,【弾き語り歌枠】オリジナルMVアップされるまで歌う！【律可/ホロスターズ】#りつすた,sing
05/28,さくらみこ,20:58,【 #さくらみこ3D新衣装 】ゲストあり！3D新衣装お披露目LIVE / New outfit LIVE【ホロライブ/さくらみこ】,live
05/28,律可,21:00,水際エンドロール / 律可【オリジナルMV】,cover
05/29,湊あくあ,13:01,【歌枠】おひるのおうた！！KARAOKE Singing♪【湊あくあ/ホロライブ】,sing
05/29,沙花叉クロヱ,18:00,【singing】デビュー半年ありがとう！アカペラあり歌枠【沙花叉クロヱ/ホロライブ】,sing
05/29,大神ミオ,18:01,【歌枠】バラード多め！声だしてくー！【ホロライブ/大神ミオ】,sing
05/29,沙花叉クロヱ,19:00,フクロウさん / 沙花叉クロヱ(cover),cover
05/29,宝鐘マリン,19:59,【歌枠】～朗報～声帯結節がなくなっていた【ホロライブ/宝鐘マリン】,sing
05/29,ホロライブ,20:00,【MV】PANIGHT / NEGI☆U【湊あくあ・大空スバル・桃鈴ねね】,cover
05/29,岸堂天真,20:01,【歌枠】ゴールデンな時間にやる歌枠とかいつぶりだ？【岸堂天真/ホロスターズ】,sing
05/29,夏色まつり,21:09,【歌枠】おうたやさん開店！/Singing KARAOKE【ホロライブ/夏色まつり】,sing
05/29,角巻わため,22:02,【歌枠】第８５回！わためぇ Night Fever!!【角巻わため/ホロライブ４期生】,sing
05/30,鷹嶺ルイ,19:00,夜撫でるメノウ / 鷹嶺ルイ(cover),cover
05/30,奏手イヅル,19:00,【弾き語りアーカイブ】ゆったり歌枠【奏手イヅル/ホロスターズ】,sing
05/31,水無世燐央,23:10,【歌枠】ありがとうと決意の歌/水無世燐央【アップロー/ホロスターズ】,sing
06/02,Reine,01:01,【SURPRISE KARAOKE】🎤 VOCALOID songs for maybe 1 hour 🎤【Pavolia Reine/hololiveID 2nd gen】,sing
06/02,アキロゼ,12:26,【LIVE映像】ホロライブ1期生みんなで『 plasmagic seasons!』,live06/03,尾丸ポルカ,06:00,【歌枠】ASAKARAOKE no KEI [ 朝からカラオケの刑 ]～feat.本当にすまないとおもっている～【尾丸ポルカ/ホロライブ】,sing
06/03,アキロゼ,12:45,【3DLIVE映像】『ROSE of the LAMP』歌って踊ってみた！【Aki Rosenthal】,sing
06/03,ホロライブ,17:00,【MV】PANIGHT / NEGI☆U【湊あくあ・大空スバル・桃鈴ねね】,cover
06/03,天音かなた,19:00,【企画】まつり先輩の歌を1時間で生補正・生MIXチャレンジ！！！！【天音かなた/ホロライブ】,sing
06/03,ラプラス,21:30,【歌枠│singing】上手に歌えたらアーカイブ残す歌【ラプラス・ダークネス/ホロライブ】,sing
06/03,紫咲シオン,23:02,【歌枠】お話とお歌の時間ですよ～～！！【ホロライブ/紫咲シオン】,sing
06/04,アキロゼ,14:11,【3D LIVE映像】OP ACT ーAKIROSE WORLDー【アキ・ローゼンタール/ホロライブ】,live
06/04,アキロゼ,17:00,【3D LIVE映像】Here   TVアニメ「魔法使いの嫁」OP曲【アキ・ローゼンタール/ホロライブ】,live
06/04,アキロゼ,18:00,【3D LIVE映像】幸せになれる隠しコマンドがあるらしい【戌神ころね×アキ・ローゼンタール/ホロライブ】,live
06/04,アキロゼ,19:00,【3D LIVE映像】フォニィphonyー雨の街で歌ってみたー【猫又おかゆ×アキ・ローゼンタール】,cover
06/04,アキロゼ,20:00,【3D LIVE映像】色彩のブルース-雨の街で気分よく歌って踊ってみた-【アキ・ローゼンタール/ホロライブ】,sing
06/04,角巻わため,21:00,【歌枠】告知あるよおお！楽しく歌うよおおおお！！！【角巻わため/ホロライブ４期生】,sing
06/06,天音かなた,18:00,【囁き声で】贖罪／天音かなた(cover),cover
06/06,角巻わため,19:59,【#角巻わため超絶生誕祭2022】角巻わため Special Hyper Birthday 3DLive！🎉【角巻わため/ホロライブ４期生】,live
06/06,紫咲シオン,20:00,アイデンティティ／Covered by紫咲シオン＆星川サラ【歌ってみた】,cover
06/06,白銀ノエル,21:00,【歌枠】だんちょの歌で梅雨をふっとばせぇ～～～～☔(不可能に近い！？)【白銀ノエル/ホロライブ】,sing
06/06,夏色まつり,22:58,【歌枠】Singing KARAOKE♪【ホロライブ/夏色まつり】,sing
06/06,アステル・レダ,23:00,【歌ってみた】僕は今日も / アステル,cover
06/07,Zeta,15:00,This is peak nostalgia!【The Witch's House MV】+ Ending,cover
06/07,夜空メル,19:00,「ダーリンダンス」歌ってみた / 夜空メル(cover),cover
06/07,律可,19:59,#21【RiTunes Labo】生セッション歌枠：ゲスト『トゥライ』【律可/ホロスターズ 】#りちゅらぼ,sing
06/07,沙花叉クロヱ,20:03,【singing】重大告知あり！歌枠 in スタジオ【沙花叉クロヱ/ホロライブ】,sing
06/07,大神ミオ,22:01,【１００万人耐久】一緒に迎えたい、１００万人！！！！【歌枠】,sing
06/10,水無世燐央,02:41,【歌枠】夜と幽霊と初心者ギター/水無世燐央【アップロー/ホロスターズ】,sing
06/10,Calli,05:19,"【KARAOKE COLLAB】Calli and Kiara, Singing Live FOR Y'ALL.",sing
06/10,Kiara,08:47,Takanashi Kiara PERFORMS 「Renai Circulation」 Live @Dokomi 2022,live
06/10,鷹嶺ルイ,18:00,【Sing】想いを込めて歌うよ！！／KARAOKE【鷹嶺ルイ/ホロライブ】,sing
06/10,湊あくあ,20:00,【歌ってみた】ぎゅっと。 / 湊あくあ cover,cover
06/10,博衣こより,20:00,【Singing】重大告知アリ！！ホロメンプロデュース歌枠🎤🎶【博衣こより/ホロライブ】,sing
06/10,Baelz,23:02,≪MIDNIGHT KARAOKE≫ jammin and vibin~,sing
06/11,Sana,12:00,【Original Song MV】Astrogirl,cover
06/12,Ollie,17:29,【DONATION READING + KARAOKE】10Q SO MUCH!! 【Hololive ID 2nd Generation】,sing
06/12,赤井はあと,18:03,【歌枠】ワクチン接種からの帰還！【ホロライブ/はあちゃま】,sing
06/12,夏色まつり,18:58,【歌枠】バラード / Ballad only KARAOKE【ホロライブ/夏色まつり】,sing
06/12,Ollie,19:09,【DONATION READING + KARAOKE】TDs ARE THE WORST BUT ANYWAYS CONTINUING!!【Hololive ID 2nd Generation】,sing
06/13,博衣こより,19:00,【歌枠】しっとりバラード多めの歌枠！Singing♪【博衣こより/ホロライブ】,sing
06/13,沙花叉クロヱ,21:30,キメラ / 沙花叉クロヱ(cover),cover
06/13,さくらみこ,22:02,【 GTAV 企画 】１曲歌い終わるまで視聴者から逃げ切れ・・・【ホロライブ/さくらみこ】,sing
06/14,鷹嶺ルイ,19:59,【重大告知あり！】これが成長した歌。私の歌。／KARAOKE（have BIG announcement）【鷹嶺ルイ/ホロライブ】,sing
06/14,紫咲シオン,20:00,白金ディスコ／Covered by紫咲シオン＆Gawr Gura【歌ってみた】,cover
06/15,Kiara,05:45,Takanashi Kiara PERFORMS 「VIVA HAPPY」 Live @Dokomi 2022,live
06/15,不知火フレア,22:00,【歌枠】お久歌枠じゃん！？-karaoke-【不知火フレア/ホロライブ】,sing
06/16,ラプラス,08:58,【歌枠│singing】オハヨ～！朝からお歌！リクエストお願いします！【ラプラス・ダークネス/ホロライブ】,sing
06/16,尾丸ポルカ,19:00,Empress - 尾丸ポルカ(cover),cover
06/16,天音かなた,19:00,【企画】こよりの歌を40分で生補正・生MIXチャレンジ！！！！【天音かなた/ホロライブ】,sing
06/16,博衣こより,19:58,【#博衣こより3D】歌います！踊ります！体を張ります！アイドルです！！！【ホロライブ】,sing
06/16,AZKi,23:00,【歌枠】突然、歌います。Singing Stream【ホロライブ / AZKi】,sing
06/17,Gura,09:00,【UNARCHIVED】4 MILLION Celebration singing!,unarchive
06/17,天音かなた,19:00,Drain／天音かなた(cover),cover
06/17,博衣こより,19:00,【Singing】ホロライブ曲歌枠🎤～3Dお披露目記念🎶～【博衣こより/ホロライブ】,sing
06/17,風真いろは,23:00,【カウントダウン】お誕生日までもう少し！カウントダウン歌枠でござる🎤【風真いろは/ホロライブ6期生】,sing
06/18,律可,21:07,【弾き語り歌枠】21万人見届ける！！！！！【律可/ホロスターズ】#りつすた,sing
06/18,白上フブキ,22:00,【歌枠】ド　趣　味　歌　枠　が　来　た【ホロライブ/白上フブキ】,sing
06/18,角巻わため,22:01,【歌枠】第８６回！わためぇ Night Fever!!【角巻わため/ホロライブ４期生】,sing
06/20,Kiara,06:00,Takanashi Kiara PERFORMS 「Heart Challenger」 Live @Dokomi 2022,live
06/20,夏色まつり,19:59,【歌枠】好きなアニソン歌う屋さん～/Singing KARAOKE【ホロライブ/夏色まつり】,sing
06/21,ときのそら,21:03,【歌枠】ドレスで好きな曲歌おうかな配信【#ときのそら生放送】,sing
06/21,鷹嶺ルイ,21:15,キミソラキセキ / 鷹嶺ルイ(cover),cover
06/21,ラプラス,21:28,【歌枠│SINGING】お久しぶり声出し！！！！！【ラプラス・ダークネス/ホロライブ】,sing
06/22,赤井はあと,18:02,【ゲリラ歌枠】はちゃめちゃにうたうぞおおお！【ホロライブ/はあちゃま】,sing
06/22,桃鈴ねね,19:00,サラマンダー / DECO*27 full covered by 桃鈴ねね,cover
06/22,ラプラス,20:30,濁雨 / ラプラス・ダークネス cover,cover
06/22,水無世燐央,22:18,【歌枠】雨を好きになりたいあなたへ/水無世燐央【アップロー/ホロスターズ】,sing
06/23,羽継烏有,19:00,【 歌ってみた 】フラジール / ぬゆり【 covered by 羽継烏有 】,cover
06/24,不知火フレア,19:00,「さくらんぼキッス～爆発だも～ん～」不知火フレア×KOTOKO（Cover）【歌ってみた】,cover
06/25,Kobo,17:00,Kobo Kanaeru - Tondemo Wonders (Cover),cover
06/25,白上フブキ,20:00,KINGWORLD/白上フブキ(Original),live
06/25,白銀ノエル,22:05,【original】リリカルMonster【白銀ノエル/ホロライブ】,live
06/26,紫咲シオン,00:04,【歌枠】おうたを歌います！！深夜のKARAOKE♪【ホロライブ/紫咲シオン】,sing
06/26,白上フブキ,22:15,進め↑BAKATARATION/バカタレ共(original),live
06/26,角巻わため,23:00,【歌枠】第８７回！わためぇ Night Fever!!【角巻わため/ホロライブ４期生】,sing
06/27,ホロスターズ,00:00,【オリジナル楽曲MV】Find It【ホロスターズ】,cover
06/27,Calli,12:03,【NEW SONG PARTY】I'm Trapped in the Closet.,sing
06/27,Calli,13:00,[ORIGINAL SONG] Holy嫉妬 - Mori Calliope,live
06/27,博衣こより,19:04,【歌枠】ぷちお披露目アリ！Let's Singing🎶【博衣こより/ホロライブ】,sing
06/28,律可,20:00,絶望さん / めいちゃん『covered by 律可』歌ってみた,cover
06/29,沙花叉クロヱ,18:01,【singing】アカペラ多め歌枠！【沙花叉クロヱ/ホロライブ】,sing
06/29,ときのそら,18:30,【cover】ボッカデラベリタ【歌ってみた/ときのそら】,cover
06/29,角巻わため,19:00,【Blu-ray発売記念！】1stソロライブ「わためぇ Night Fever!! in Zepp Tokyo」チラ見せMV🐏,cover
06/29,尾丸ポルカ,20:05,【歌枠/KARAOKE】ゆったりたっぷりの～んびり【尾丸ポルカ/ホロライブ】,sing
06/30,猫又おかゆ,21:02,【重大告知】歌枠✨僕史上初の発表です！！わ～～！！【猫又おかゆ/ホロライブ】,sing
06/30,桃鈴ねね,21:05,【 日清3DLIVE 】Palette/常闇トワ full covered by 桃鈴ねね【 ちらみせ  】,live
